classname,method,docstring,annotations,method_definition
org.apache.commons.beanutils.bugs.Jira349TestCase,void testIssue_BEANUTILS_349_PropertyUtils_copyProperties(),"/**
     * Test {@link PropertyUtils#copyProperties(Object, Object)}
     */",,"public void testIssue_BEANUTILS_349_PropertyUtils_copyProperties() {
        final PrimitiveBean dest = new PrimitiveBean();
        final ObjectBean origin = new ObjectBean ();
        try {
            PropertyUtils.copyProperties(dest, origin);
        } catch (final NullPointerException e) {
            log.error(""Failed"", e);
            fail(""Threw NullPointerException"");
        } catch (final IllegalArgumentException e) {
            log.warn(""Expected Result"", e);
        } catch (final Throwable t) {
            log.error(""Failed"", t);
            fail(""Threw exception: "" + t);
        }
    }"
org.apache.commons.beanutils.bugs.Jira349TestCase.PrimitiveBean,getTestProperty(),,,"public boolean getTestProperty() {
            return testProperty;
        }"
org.apache.commons.beanutils.bugs.Jira349TestCase.PrimitiveBean,void setTestProperty(final boolean testProperty),,,"public void setTestProperty(final boolean testProperty) {
            this.testProperty = testProperty;
        }"
org.apache.commons.beanutils.bugs.Jira349TestCase.ObjectBean,getTestProperty(),,,"public Boolean getTestProperty() {
            return testProperty;
        }"
org.apache.commons.beanutils.bugs.Jira349TestCase.ObjectBean,void setTestProperty(final Boolean testProperty),,,"public void setTestProperty(final Boolean testProperty) {
            this.testProperty = testProperty;
        }"
org.apache.commons.beanutils.bugs.Jira157TestCase,void main(final String[] args),"/**
     * Run the Test.
     *
     * @param args Arguments
     */",,"public static void main(final String[] args) {
        junit.textui.TestRunner.run(suite());
    }"
org.apache.commons.beanutils.bugs.Jira157TestCase,suite(),"/**
     * Create a test suite for this test.
     *
     * @return a test suite
     */",,"public static Test suite() {
        return (new TestSuite(Jira157TestCase.class));
    }"
org.apache.commons.beanutils.bugs.Jira157TestCase,void setUp(),"/**
     * Set up.
     *
     * @throws java.lang.Exception
     */",,"@Override
    protected void setUp() throws Exception {
        super.setUp();
        BeanUtilsBean custom = new BeanUtilsBean();
        custom.getPropertyUtils().removeBeanIntrospector(SuppressPropertiesBeanIntrospector.SUPPRESS_CLASS);
        BeanUtilsBean.setInstance(custom);
    }"
org.apache.commons.beanutils.bugs.Jira157TestCase,void tearDown(),"/**
     * Tear Down.
     *
     * @throws java.lang.Exception
     */",,"@Override
    protected void tearDown() throws Exception {
        super.tearDown();
    }"
org.apache.commons.beanutils.bugs.Jira157TestCase,void testIssue_BEANUTILS_157_BeanUtils_Describe_Serializable(),"/**
     * Test with an private class that overrides a public method
     * of a ""grand parent"" public class.
     * <p />
     * See Jira issue# BEANUTILS-157.
     */",,"public void testIssue_BEANUTILS_157_BeanUtils_Describe_Serializable() {
        final Object bean = new Serializable() {
            private static final long serialVersionUID = 1L;

            @SuppressWarnings(""unused"")
            public String getX() {
                return ""x-value"";
            }
            @SuppressWarnings(""unused"")
            public String getY() {
                return ""y-value"";
            }
        };
        Map<String, String> result = null;
        try {
            result = BeanUtils.describe(bean);
        } catch (final Throwable t) {
            log.error(""Describe Serializable: "" + t.getMessage(), t);
            fail(""Describe Serializable Threw exception: "" + t);
        }
        assertEquals(""Check Size"", 1, result.size());
        assertTrue(""Class"", result.containsKey(""class""));
    }"
org.apache.commons.beanutils.bugs.Jira157TestCase,getX(),,"@SuppressWarnings(""unused"")","@SuppressWarnings(""unused"")
            public String getX() {
                return ""x-value"";
            }"
org.apache.commons.beanutils.bugs.Jira157TestCase,getY(),,"@SuppressWarnings(""unused"")","@SuppressWarnings(""unused"")
            public String getY() {
                return ""y-value"";
            }"
org.apache.commons.beanutils.bugs.Jira157TestCase,void testIssue_BEANUTILS_157_BeanUtils_Describe_Interface(),"/**
     * Test with an private class that overrides a public method
     * of a ""grand parent"" public class.
     * <p />
     * See Jira issue# BEANUTILS-157.
     */",,"public void testIssue_BEANUTILS_157_BeanUtils_Describe_Interface() {
        final Object bean = new XY() {
            public String getX() {
                return ""x-value"";
            }
            public String getY() {
                return ""y-value"";
            }
        };
        Map<String, String> result = null;
        try {
            result = BeanUtils.describe(bean);
        } catch (final Throwable t) {
            log.error(""Describe Interface: "" + t.getMessage(), t);
            fail(""Describe Interface Threw exception: "" + t);
        }
        assertEquals(""Check Size"", 3, result.size());
        assertTrue(""Class"", result.containsKey(""class""));
        assertTrue(""X Key"", result.containsKey(""x""));
        assertTrue(""Y Key"", result.containsKey(""y""));
        assertEquals(""X Value"", ""x-value"", result.get(""x""));
        assertEquals(""Y Value"", ""y-value"", result.get(""y""));
    }"
org.apache.commons.beanutils.bugs.Jira157TestCase,getX(),,,"public String getX() {
                return ""x-value"";
            }"
org.apache.commons.beanutils.bugs.Jira157TestCase,getY(),,,"public String getY() {
                return ""y-value"";
            }"
org.apache.commons.beanutils.bugs.Jira157TestCase,void testIssue_BEANUTILS_157_BeanUtils_Describe_Bean(),"/**
     * Test with an private class that overrides a public method
     * of a ""grand parent"" public class.
     * <p />
     * See Jira issue# BEANUTILS-157.
     */",,"public void testIssue_BEANUTILS_157_BeanUtils_Describe_Bean() {
        final Object bean = new FooBar();
        Map<String, String> result = null;
        try {
            result = BeanUtils.describe(bean);
        } catch (final Throwable t) {
            log.error(""Describe Bean: "" + t.getMessage(), t);
            fail(""Describe Bean Threw exception: "" + t);
        }
        assertEquals(""Check Size"", 2, result.size());
        assertTrue(""Class"", result.containsKey(""class""));
        assertTrue(""publicFoo Key"", result.containsKey(""publicFoo""));
        assertEquals(""publicFoo Value"", ""PublicFoo Value"", result.get(""publicFoo""));
    }"
org.apache.commons.beanutils.bugs.Jira157TestCase.XY,getX(),,,String getX();
org.apache.commons.beanutils.bugs.Jira157TestCase.XY,getY(),,,String getY();
org.apache.commons.beanutils.bugs.Jira157TestCase.FooBar,getPackageFoo(),,,"String getPackageFoo() {
            return ""Package Value"";
        }"
org.apache.commons.beanutils.bugs.Jira157TestCase.FooBar,getPrivateFoo(),,"@SuppressWarnings(""unused"")","@SuppressWarnings(""unused"")
        private String getPrivateFoo() {
            return ""PrivateFoo Value"";
        }"
org.apache.commons.beanutils.bugs.Jira157TestCase.FooBar,getProtectedFoo(),,,"protected String getProtectedFoo() {
            return ""ProtectedFoo Value"";
        }"
org.apache.commons.beanutils.bugs.Jira157TestCase.FooBar,getPublicFoo(),,,"public String getPublicFoo() {
            return ""PublicFoo Value"";
        }"
org.apache.commons.beanutils.bugs.Jira493TestCase,void testIndexedProperties(),,,"@Test
	public void testIndexedProperties() throws Exception {
		LazyDynaBean lazyDynaBean = new LazyDynaBean();
		BeanUtilsBean beanUtilsBean = BeanUtilsBean.getInstance();
		beanUtilsBean.setProperty(lazyDynaBean, ""x[0]"", ""x1"");
		beanUtilsBean.setProperty(lazyDynaBean, ""x[1]"", ""x2"");
		Object x = lazyDynaBean.get(""x"");
		assertEquals(""[x1, x2]"", x.toString());
	}"
org.apache.commons.beanutils.bugs.Jira92TestCase,void testIssue_BEANUTILS_92_copyProperties_indexed_only_setter(),"/**
     * Test copy properties where the target bean only
     * has an indexed setter.
     */",,"public void testIssue_BEANUTILS_92_copyProperties_indexed_only_setter() throws Exception {
        PropertyUtils.copyProperties(new Jira92TestBean(), new TestBean());
    }"
org.apache.commons.beanutils.bugs.Jira92TestCase.Jira92TestBean,"void setDateArrayProperty(final int index, final java.util.Date date)","/**
         * Indexed Setter.
         *
         * @param index index
         * @param date indexed value to set
         */",,"public void setDateArrayProperty(final int index, final java.util.Date date) {
            this.dateArrayProperty[index] = date;
        }"
org.apache.commons.beanutils.bugs.Jira381TestCase,void testIssue_BEANUTILS_381_getMatchingAccessibleMethod(),"/**
     * Test with an private class that overrides a public method
     * of a ""grand parent"" public class.
     * <p />
     * See Jira issue# BEANUTILS-381.
     */",,"public void testIssue_BEANUTILS_381_getMatchingAccessibleMethod() {

        final Class<?> target = TestServiceBean.class;
        final String methodName = ""performOp"";
        final Class<?>[] runtimeClasses = new Class<?>[]{TestObjectSubclass.class};

        final Method returned = MethodUtils.getMatchingAccessibleMethod(target, methodName, runtimeClasses);

        assertEquals(target, returned.getDeclaringClass());
        assertEquals(methodName, returned.getName());
        assertEquals(TestObject.class, returned.getParameterTypes()[0]);
    }"
org.apache.commons.beanutils.bugs.Jira381TestCase.TestServiceBean,void performOp(final Object o),"/**
         * Generic object method
         */",,"public void performOp(final Object o){
        }"
org.apache.commons.beanutils.bugs.Jira381TestCase.TestServiceBean,void performOp(final TestObject o),"/**
         * Object method
         */",,"public void performOp(final TestObject o){
        }"
org.apache.commons.beanutils.priv.PrivateBeanSubclass,getBar(),"/**
     * A property accessible via the superclass.
     */",,"@Override
    public String getBar() {

        return (super.getBar());

    }"
org.apache.commons.beanutils.priv.PrivateBeanFactory,create(),"/**
     * Factory method to create new beans.
     */",,"public static PrivateDirect create() {

        return (new PrivateBean());

    }"
org.apache.commons.beanutils.priv.PrivateBeanFactory,createSubclass(),"/**
     * Factory method to create new beans.
     */",,"public static PrivateDirect createSubclass() {

        return (new PrivateBeanSubclass());

    }"
org.apache.commons.beanutils.priv.PublicSubBean,getFoo(),,,"public String getFoo() {

        return (this.foo);

    }"
org.apache.commons.beanutils.priv.PublicSubBean,void setFoo(final String foo),,,"public void setFoo(final String foo) {

        this.foo = foo;

    }"
org.apache.commons.beanutils.priv.PackageBean,getBar(),,,"public String getBar() {

        return (this.bar);

    }"
org.apache.commons.beanutils.priv.PackageBean,void setBar(final String bar),,,"public void setBar(final String bar) {

        this.bar = bar;

    }"
org.apache.commons.beanutils.priv.PrivateBean,getFoo(),,,"public String getFoo() {

        return (this.foo);

    }"
org.apache.commons.beanutils.priv.PrivateBean,getBar(),,,"public String getBar() {

        return (this.bar);

    }"
